Node,Hub
5000,0.6032213187
15000,0.0000000000
1,0.0000000000
2,0.1418168260
3,0.2709636610
4999,0.5493045745
4998,0.2329034158
2938,0.2186132220
4,0.2065747250
5,0.2065747250
6,0.0847563574
7,0.0097355023
3290,0.0014250312
1393,0.0014061052
8,0.0097286323
1928,0.0022003701
10,0.0012678326
4547,0.0014724665
9,0.0001650015
11,0.0006818203
1268,0.0002318322
12,0.0012650053
13,0.0021881833
14,0.0061040014
613,0.0010828025
15,0.0063888974
307,0.0016621883
16,0.0061580223
4441,0.0051040672
1219,0.0360678240
17,0.0021446176
18,0.0010253670
2640,0.0011115661
4988,0.0013108636
3418,0.0013092864
19,0.0003377470
3565,0.0002648234
20,0.0001586786
21,0.0000375507
22,0.0000205438
725,0.0000214270
23,0.0000137738
425,0.0000046176
24,0.0000178641
25,0.0000350218
1745,0.0000373892
26,0.0000327078
1664,0.0000111190
27,0.0000289510
118,0.0000559694
3010,0.0000447846
4298,0.0000979692
28,0.0000094864
29,0.0000051081
30,0.0000025915
3841,0.0000022029
31,0.0000014692
657,0.0000038976
32,0.0000006829
33,0.0000014201
34,0.0000039569
35,0.0000050440
36,0.0000067695
1738,0.0000081125
4845,0.0000156461
37,0.0000096718
38,0.0000100108
724,0.0000084796
39,0.0000085462
4138,0.0000526493
40,0.0000033738
735,0.0000043707
41,0.0000022045
42,0.0000017388
777,0.0000019354
2193,0.0000037111
43,0.0000005324
44,0.0000032000
2406,0.0000019635
45,0.0000035425
1381,0.0000150663
4648,0.0000040804
46,0.0000026044
4840,0.0000022310
47,0.0000019840
866,0.0000041555
48,0.0000048029
2671,0.0000021026
1299,0.0000031300
49,0.0000046009
3738,0.0000042593
50,0.0000039227
1059,0.0000261788
51,0.0000013419
52,0.0000008089
53,0.0000008303
54,0.0000007097
200,0.0000048776
55,0.0000002894
56,0.0000002894
57,0.0000022330
2708,0.0000056792
4897,0.0000141448
58,0.0000028448
59,0.0000007997
141,0.0000009339
60,0.0000029821
4302,0.0000199798
4400,0.0000077177
61,0.0000007307
62,0.0000005217
63,0.0000003349
64,0.0000006890
65,0.0000002063
2541,0.0000003496
66,0.0000006467
4565,0.0000035677
1799,0.0000016971
67,0.0000004648
68,0.0000001009
1029,0.0000013556
