Node,Authority
5000,0.0000000000
37524,0.0000000000
1,0.0163877173
348,0.0216319060
633,0.0111175294
958,0.0219027757
1888,0.0092129245
1917,0.0144509694
2082,0.0219789724
2378,0.0117392691
2824,0.0070932083
3084,0.0109970908
3807,0.0075083614
3814,0.0153312418
4406,0.0000000000
4564,0.0013521665
2,0.0255546295
207,0.0180871064
980,0.0175590912
1071,0.0226771697
1299,0.0105907958
1441,0.0178311533
1574,0.0276206886
2108,0.0200508684
2124,0.0184910588
2610,0.0082850749
2712,0.0031171969
2722,0.0109417501
2832,0.0124605293
3122,0.0124680959
3160,0.0034786742
4592,0.0048700335
4595,0.0019844871
4804,0.0000000000
4914,0.0015671752
3,0.0248160480
246,0.0164928800
733,0.0154502979
922,0.0110734543
1995,0.0326204856
2450,0.0140799861
2820,0.0095336778
2835,0.0101653865
3433,0.0131818362
3476,0.0105853515
3507,0.0033698532
3513,0.0047777207
3853,0.0015509649
3996,0.0111294328
4372,0.0023256873
4653,0.0000000000
4890,0.0000000000
4,0.0210126543
567,0.0086675201
746,0.0331599495
2567,0.0068780707
2593,0.0159023361
3384,0.0148983907
3435,0.0067351629
3603,0.0035897284
3606,0.0044840782
3845,0.0063423270
3868,0.0030773898
4320,0.0018847683
5,0.0304771097
20,0.0076213648
91,0.0197668089
149,0.0179016874
569,0.0155380465
595,0.0289641307
653,0.0214683202
1040,0.0269176900
1569,0.0204869675
1642,0.0170596762
2822,0.0077316821
2981,0.0087668647
3332,0.0096905171
3541,0.0077964740
3732,0.0050002367
3754,0.0061433408
4006,0.0045353423
4045,0.0106690081
4210,0.0000000000
4331,0.0025320822
4393,0.0067862307
4600,0.0018788306
6,0.0159421381
767,0.0125214144
864,0.0172001810
1160,0.0107886197
1344,0.0219223400
1566,0.0140837868
1571,0.0166975845
1613,0.0108341440
1915,0.0103575414
2176,0.0100415543
2319,0.0141375942
3181,0.0184818394
3866,0.0118107852
3928,0.0051108085
4445,0.0021725360
7,0.0304603451
136,0.0243144855
405,0.0133003510
796,0.0117323897
1087,0.0133045886
1181,0.0155315585
1478,0.0139649980
2132,0.0168850490
2331,0.0009438420
2694,0.0147359741
2991,0.0098694584
3129,0.0139732599
3780,0.0049298584
4196,0.0119771458
4346,0.0022004603
4465,0.0000000000
4526,0.0012583930
4536,0.0043279445
4701,0.0026927939
4886,0.0009889966
8,0.0269015340
129,0.0202581143
206,0.0183342757
416,0.0165327791
497,0.0169774569
508,0.0165773337
597,0.0084275778
1113,0.0178469218
1212,0.0172686726
1735,0.0128618494
2155,0.0111075953
2946,0.0111859624
3017,0.0136395975
3068,0.0130997810
3256,0.0051031791
3691,0.0078464251
4125,0.0046490454
4453,0.0033609272
4758,0.0019289885
4787,0.0014935865
4788,0.0000000000
4851,0.0021615810
9,0.0178291696
494,0.0166066674
1023,0.0137459694
1046,0.0138711673
1076,0.0233795669
1745,0.0154754858
2762,0.0080129428
2786,0.0046058541
2825,0.0091590359
2997,0.0163375491
3097,0.0034977244
4208,0.0070094776
4367,0.0032147377
4583,0.0045052671
10,0.0418314041
65,0.0179216055
321,0.0336947588
601,0.0174823023
682,0.0198709520
815,0.0248022704
891,0.0172034927
1189,0.0222411744
1402,0.0216029029
1443,0.0106264582
1475,0.0104908706
1618,0.0107877194
1999,0.0123520330
2168,0.0150548132
2457,0.0104117364
2716,0.0150012328
2787,0.0075874489
3398,0.0039602768
3644,0.0068936995
3873,0.0053164658
3952,0.0076253789
3954,0.0113486770
3963,0.0065683151
4272,0.0064414691
4913,0.0018997082
4996,0.0000000000
11,0.0134454652
39,0.0190376393
524,0.0240959212
914,0.0184617755
953,0.0194178822
1382,0.0130215468
1959,0.0188078285
1971,0.0083888306
1984,0.0101218636
2448,0.0134169465
2535,0.0221987589
3633,0.0000000000
3830,0.0000000000
4748,0.0029996831
12,0.0247766669
1196,0.0156001104
1267,0.0155123758
1563,0.0141072626
1854,0.0133112297
2439,0.0123195100
