Node,Authority
100,0.0000000000
256,0.0000000000
1,0.0634383213
33,0.0485848782
44,0.0314801038
70,0.0000000000
88,0.0000000000
2,0.3123627291
6,0.0924795007
12,0.0155821680
16,0.0672724865
38,0.0331867603
56,0.0300543266
84,0.0523046186
87,0.0203286616
98,0.0000000000
3,0.1523789685
17,0.0567894051
42,0.1006984080
55,0.0000000000
86,0.0000000000
4,0.0559577025
20,0.2581768934
22,0.1568497080
50,0.0436977794
67,0.0165423846
5,0.2679459366
18,0.1355901341
24,0.2745032063
47,0.0532223602
49,0.0828610613
54,0.1338708376
73,0.0165423846
57,0.0190027571
59,0.0080437798
64,0.0000000000
65,0.1425648056
72,0.0553675417
89,0.0374511203
7,0.0492078392
31,0.0679973669
8,0.0222755305
14,0.1718933549
81,0.0680744299
9,0.0248796246
19,0.0261417279
83,0.0000000000
10,0.0420822458
82,0.0816165404
11,0.1261902813
51,0.0952555832
94,0.0203286616
99,0.0000000000
15,0.0382968607
32,0.0657606518
62,0.0000000000
75,0.0533958159
13,0.1602981388
27,0.2118499295
35,0.0300543266
41,0.0312382752
58,0.0008500010
66,0.1002135982
97,0.0159446956
26,0.1474589511
34,0.0000000000
76,0.0000000000
93,0.0000000000
48,0.0770625710
90,0.0000000000
71,0.0274422807
91,0.0808225177
39,0.0933112018
60,0.0306298972
43,0.0147734312
46,0.1130066627
69,0.0000000000
80,0.0967672133
85,0.0000000000
92,0.0159446956
21,0.0117364478
29,0.1474906317
30,0.2315289074
23,0.0301817274
96,0.0000000000
25,0.0497254268
40,0.1652879652
74,0.0279136005
37,0.0992241112
63,0.0382814706
95,0.0000000000
28,0.2162242238
52,0.1801013418
36,0.0547883885
78,0.1044151717
77,0.1043408797
45,0.0950090689
68,0.0489731729
53,0.1901783699
61,0.1393969078
79,0.0000000000
