Node,Hub,Authority
10000,0.0044629934,0.0000000000
24717,0.0000000000,0.0000000000
1,0.0000000000,0.0030604567
1958,0.0006659550,0.0109568836
2887,0.0006659550,0.0062490225
5055,0.0127326693,0.0035359269
2,0.0000000000,0.0043662156
4002,0.0034083538,0.0025462094
5624,0.0134594601,0.0045611026
8636,0.0031974867,0.0000000000
3,0.0000000000,0.0033456749
1275,0.0055890111,0.0011280395
3202,0.0007280184,0.0066921195
3329,0.0036367260,0.0049478628
3379,0.0026244919,0.0005670665
6503,0.0027970897,0.0053549558
4,0.0000000000,0.0030460680
27,0.0006628240,0.0144396116
2146,0.0028295963,0.0018174053
2615,0.0042200109,0.0023638978
3284,0.0032637203,0.0033549049
7090,0.0030223057,0.0004446768
5,0.0000000000,0.0081440211
1170,0.0023254314,0.0030577124
2103,0.0029927879,0.0084830679
2979,0.0020810056,0.0045666426
4319,0.0071076409,0.0006462902
6307,0.0082021158,0.0019604775
6945,0.0042779364,0.0000000000
7662,0.0104396009,0.0023025797
6,0.0000000000,0.0076541626
6586,0.0038006075,0.0007975746
7652,0.0060013684,0.0014692811
8179,0.0207505735,0.0000000000
9809,0.0046227975,0.0000000000
7,0.0000000000,0.0142283758
2437,0.0034883113,0.0085054367
2907,0.0092320548,0.0157221815
3573,0.0030960928,0.0036511630
6611,0.0158174439,0.0038617475
7068,0.0056078287,0.0000000000
7587,0.0227131055,0.0009368553
7972,0.0054328474,0.0020397915
8,0.0000000000,0.0050353411
858,0.0010956896,0.0072808526
4238,0.0029791131,0.0065580382
4413,0.0010956896,0.0000120631
4510,0.0086748959,0.0088992651
8293,0.0033616537,0.0033012141
8855,0.0059332771,0.0039244444
9,0.0000000000,0.0020139984
694,0.0004382458,0.0025797422
3497,0.0022125643,0.0006624512
6275,0.0066046901,0.0039116957
10,0.0000000000,0.0020685706
2328,0.0004501207,0.0110181924
7062,0.0062371605,0.0016243034
8686,0.0028190075,0.0009122264
11,0.0000000000,0.0111379841
367,0.0024236239,0.0014775752
1461,0.0024236239,0.0030207474
3255,0.0024236239,0.0028255294
6178,0.0081787116,0.0005535193
6347,0.0276934743,0.0025245601
7699,0.0080424800,0.0014973076
12,0.0000000000,0.0053002747
2210,0.0011533391,0.0195155126
5504,0.0232045120,0.0044599824
13,0.0000000000,0.0066150256
1963,0.0053162123,0.0077124183
2093,0.0014394287,0.0099099080
2895,0.0024597596,0.0030569046
3154,0.0108414010,0.0000000000
5244,0.0089036791,0.0044000276
6130,0.0014394287,0.0038119880
14,0.0000000000,0.0051840590
2241,0.0022002240,0.0009751228
2637,0.0081413874,0.0042205266
3276,0.0027447316,0.0009688036
4249,0.0076173657,0.0101410674
4365,0.0031200750,0.0042977807
15,0.0000000000,0.0012771310
1201,0.0002779035,0.0039269875
1809,0.0015680502,0.0075264737
2651,0.0002779035,0.0038665018
7376,0.0030141767,0.0000000000
9442,0.0007311291,0.0000000000
16,0.0000000000,0.0022232635
6465,0.0051157277,0.0076472344
8105,0.0051014638,0.0000000000
17,0.0000000000,0.0050768291
1105,0.0020981049,0.0001616131
6544,0.0197542496,0.0001929749
9155,0.0014786452,0.0000000000
18,0.0000000000,0.0025364977
2052,0.0005519416,0.0088165235
5749,0.0010216928,0.0000000000
8546,0.0100830603,0.0020351204
19,0.0000000000,0.0030719722
1342,0.0006684608,0.0067317996
2061,0.0062368234,0.0065170329
3630,0.0032049217,0.0047932032
5129,0.0040072978,0.0003204060
21,0.0000000000,0.0031716865
445,0.0006901586,0.0019271236
458,0.0006901586,0.0012066241
3364,0.0006901586,0.0000889052
3758,0.0034110900,0.0012780464
6204,0.0015281680,0.0000000000
6729,0.0075660214,0.0000000000
22,0.0000000000,0.0110745909
1862,0.0024098296,0.0005335188
3448,0.0024098296,0.0093631905
3559,0.0084124948,0.0085620871
6748,0.0149850867,0.0038628569
8923,0.0158366727,0.0038470105
9650,0.0033711228,0.0000000000
9855,0.0034692123,0.0000000000
23,0.0000000000,0.0047921784
4524,0.0082678207,0.0043554525
9918,0.0137550352,0.0000000000
24,0.0000000000,0.0044991577
4100,0.0059251340,0.0041456178
8357,0.0147511199,0.0001148729
25,0.0000000000,0.0025591767
295,0.0005568765,0.0088920215
1468,0.0005568765,0.0083840790
4893,0.0034654047,0.0046674280
7006,0.0023902628,0.0239344823
7091,0.0028363865,0.0084109889
7320,0.0019551011,0.0044350352
26,0.0000000000,0.0103609811
1395,0.0038914914,0.0003896675
4279,0.0071053783,0.0020176936
5885,0.0042888228,0.0000000000
7151,0.0323290609,0.0000000000
283,0.0031420577,0.0087353123
476,0.0035694071,0.0025646222
1704,0.0031420577,0.0046843040
2045,0.0031420577,0.0046473269
2741,0.0109381469,0.0019097314
3722,0.0191983696,0.0015550393
4115,0.0048936684,0.0019243587
4333,0.0086315152,0.0052828018
5145,0.0064028949,0.0004235958
8339,0.0032982281,0.0052617529
28,0.0000000000,0.0252860354
1665,0.0106524414,0.0084614180
5323,0.0264608334,0.0071396432
6422,0.0094149759,0.0025204106
7122,0.0108873278,0.0000000000
7177,0.0370311465,0.0005140787
7390,0.0060439753,0.0000000000
9292,0.0157134628,0.0000000000
29,0.0000000000,0.0225984516
251,0.0076568500,0.0057051151
1682,0.0049174202,0.0235185130
6745,0.0202522721,0.0000000000
8181,0.0151425991,0.0009800674
8768,0.0147116524,0.0019248846
8850,0.0105982149,0.0020578071
9789,0.0305740875,0.0000000000
30,0.0000000000,0.0062716557
1947,0.0132305902,0.0036093823
7421,0.0082914166,0.0000000000
9504,0.0072999004,0.0000000000
31,0.0000000000,0.0103149209
641,0.0058124373,0.0057632627
3676,0.0039989268,0.0278188912
6336,0.0070388937,0.0000000000
8090,0.0022445255,0.0000000000
9156,0.0024793157,0.0000000000
9649,0.0141870571,0.0000000000
9658,0.0116419177,0.0000000000
32,0.0000000000,0.0104022411
709,0.0022635264,0.0101834437
1788,0.0125789289,0.0059583874
1848,0.0022635264,0.0015865598
4527,0.0035344803,0.0088859459
5621,0.0068065895,0.0011378937
8761,0.0132519874,0.0013956368
33,0.0000000000,0.0187490139
1829,0.0040797831,0.0148231931
2435,0.0079549922,0.0021536758
2850,0.0129859615,0.0007814366
3837,0.0069459461,0.0051473354
4227,0.0054888415,0.0035433659
4676,0.0184648173,0.0004868074
4779,0.0040797831,0.0024770739
6662,0.0099076678,0.0011371207
7317,0.0051860161,0.0011103860
9324,0.0110687905,0.0010535661
34,0.0000000000,0.0089952659
4688,0.0107980653,0.0039002975
6892,0.0127403409,0.0019425839
7748,0.0122469237,0.0071315367
8545,0.0055531623,0.0022625457
35,0.0000000000,0.0078582118
4622,0.0033813113,0.0123812947
6338,0.0072539467,0.0053536872
7947,0.0108049982,0.0012599469
8935,0.0056221372,0.0033055513
9900,0.0090506665,0.0000000000
36,0.0000000000,0.0046987639
7727,0.0078572691,0.0000000000
7835,0.0137362877,0.0000000000
37,0.0000000000,0.0055089676
274,0.0011987507,0.0142120425
835,0.0011987507,0.0084202281
4503,0.0070223383,0.0015142764
6971,0.0065356843,0.0032940028
7194,0.0093613920,0.0023999993
38,0.0000000000,0.0045652029
3409,0.0070599455,0.0090145291
4052,0.0069325587,0.0006400207
4234,0.0024558064,0.0059966316
6784,0.0024333599,0.0022686259
39,0.0000000000,0.0247431642
2519,0.0110579393,0.0012103852
3034,0.0070045087,0.0003412564
4522,0.0569187891,0.0125104295
5014,0.0081209039,0.0010694574
7389,0.0205817981,0.0022194653
8934,0.0100254556,0.0000000000
40,0.0000000000,0.0140228257
1571,0.0043770511,0.0049752893
2786,0.0074511399,0.0158099498
2863,0.0126449284,0.0099823211
3808,0.0145955536,0.0135758767
5132,0.0036017141,0.0000000000
6350,0.0090400116,0.0053672478
41,0.0000000000,0.0077189088
1344,0.0025467701,0.0095369105
2164,0.0115061138,0.0049698947
3626,0.0066005849,0.0054727815
4025,0.0023253731,0.0049337069
5801,0.0079797395,0.0120771344
8749,0.0045143055,0.0002635921
42,0.0000000000,0.0223513179
1554,0.0086736376,0.0067175735
1653,0.0048636440,0.0016158419
2568,0.0048636440,0.0000000000
4208,0.0128315903,0.0066646352
5610,0.0095692258,0.0016437160
6537,0.0145350709,0.0068998467
7964,0.0409579589,0.0040763747
9470,0.0064226898,0.0000000000
43,0.0000000000,0.0050947381
5963,0.0100402576,0.0088702868
7461,0.0062165133,0.0068254270
8016,0.0071565253,0.0014468740
44,0.0000000000,0.0026334094
3430,0.0121020512,0.0044189392
45,0.0000000000,0.0046686553
154,0.0010158988,0.0046602302
2653,0.0010158988,0.0019302282
3620,0.0010158988,0.0067475891
3989,0.0108218868,0.0043554309
4004,0.0028649689,0.0308436532
4576,0.0047206520,0.0015626243
46,0.0000000000,0.0067197154
1159,0.0014622092,0.0091119790
2068,0.0014622092,0.0609861055
7132,0.0113015629,0.0040597260
9459,0.0166550336,0.0000000000
47,0.0000000000,0.0187525977
1258,0.0127262086,0.0140159066
4857,0.0076932601,0.0076548292
8566,0.0128721682,0.0005608129
8742,0.0105861706,0.0012175930
9230,0.0190968049,0.0006167912
48,0.0000000000,0.0011222798
5226,0.0051575361,0.0033272699
49,0.0000000000,0.0185184750
5056,0.0139888615,0.0002451446
5489,0.0178480928,0.0021587846
6223,0.0040296178,0.0007052406
9638,0.0328668125,0.0000000000
9904,0.0163697701,0.0000000000
50,0.0000000000,0.0012315909
1955,0.0020740321,0.0016843054
4170,0.0002679940,0.0049610553
