Node,Hub,Authority
1000,0.5907569890,0.0000000000
3000,0.0000000000,0.0000000000
1,0.0000000000,0.2411001424
2,0.0690869225,0.4297858552
999,0.3601254215,0.1692805648
4,0.2340997910,0.0932522340
191,0.1780815051,0.0202821496
3,0.1231545606,0.1460774864
5,0.1917341711,0.0536351786
6,0.0839486990,0.0267295326
7,0.0497497029,0.0184649870
8,0.0283195175,0.0078916332
780,0.0251586576,0.0042969044
9,0.0152117659,0.0043879757
10,0.0088098227,0.0033651314
638,0.0120981807,0.0019133103
11,0.0035187054,0.0026627695
12,0.0029846555,0.0053360608
13,0.0032563280,0.0026503620
454,0.0015985367,0.0031245399
842,0.0039040761,0.0034300383
14,0.0030515118,0.0039507173
15,0.0034205715,0.0030905201
786,0.0088932510,0.0008916868
16,0.0027771148,0.0022802020
17,0.0011320728,0.0008278347
405,0.0019138910,0.0005455725
530,0.0045435439,0.0004535530
18,0.0015389732,0.0002453828
516,0.0064692221,0.0031614411
28,0.0035087360,0.0009586904
635,0.0029097429,0.0056425591
19,0.0003075290,0.0002983061
20,0.0003930083,0.0007963348
458,0.0021884157,0.0010438406
21,0.0001557933,0.0006231266
22,0.0004922240,0.0053825704
23,0.0004067448,0.0038285498
371,0.0018800860,0.0190969407
24,0.0012756219,0.0014510428
355,0.0109501120,0.0072904144
560,0.0035103945,0.0016046084
746,0.0043235524,0.0013533515
26,0.0021826171,0.0048155440
375,0.0099026578,0.0015912277
25,0.0004157944,0.0023373236
27,0.0024654390,0.0028117479
986,0.0108311021,0.0448228131
531,0.0021412391,0.0007083237
981,0.0041624561,0.0070665912
29,0.0002747114,0.0003422209
30,0.0003727744,0.0003719322
31,0.0004793510,0.0004799182
306,0.0022188079,0.0127950965
32,0.0003421595,0.0008109085
33,0.0004764613,0.0016971530
34,0.0008562016,0.0027170627
35,0.0014972523,0.0080419055
36,0.0035692848,0.0046502506
37,0.0044154910,0.0021839392
102,0.0200799328,0.0022241980
38,0.0019583279,0.0028468994
39,0.0027741031,0.0050515619
611,0.0070805633,0.0215004191
40,0.0028890984,0.0070097638
41,0.0042719319,0.0096405849
42,0.0062186534,0.0321097800
761,0.0025076553,0.0000228256
87,0.0017416418,0.0038504073
43,0.0139721495,0.0051980127
44,0.0134529947,0.0018436197
222,0.0846318545,0.0347016162
45,0.0020177703,0.0022737011
46,0.0026692963,0.0019786540
47,0.0017467934,0.0039926187
48,0.0023625862,0.0037851135
751,0.0011560579,0.0000638056
49,0.0027956794,0.0228455271
50,0.0087750539,0.0019327140
51,0.0016384358,0.0019316397
678,0.0084387410,0.0004615206
945,0.0490276195,0.0153796436
324,0.0134841925,0.0057257375
52,0.0011073254,0.0060100421
53,0.0028294949,0.0018442649
704,0.0011694672,0.0003288192
54,0.0028041499,0.0012113019
55,0.0025977381,0.0005534660
268,0.0127422621,0.0245529033
56,0.0010341635,0.0003125659
57,0.0005952572,0.0001880468
58,0.0003020448,0.0001745939
59,0.0001934796,0.0001982259
60,0.0001607156,0.0005174274
61,0.0002550991,0.0002473648
62,0.0002759515,0.0003010358
63,0.0003054116,0.0004353407
734,0.0009692520,0.0001597617
64,0.0002818897,0.0008802906
65,0.0004632538,0.0013858660
66,0.0007741104,0.0041365237
67,0.0018346795,0.0022515572
68,0.0022276141,0.0024115630
69,0.0025215261,0.0029064429
141,0.0078518498,0.0001504879
70,0.0021690482,0.0076825701
86,0.0009393042,0.0009601388
71,0.0037252976,0.0119202301
72,0.0042485633,0.0232253495
73,0.0122723489,0.0523732475
549,0.0108129307,0.0023955694
74,0.0250784026,0.0769105188
75,0.0437012826,0.2685299473
76,0.1139929862,0.0409121320
77,0.1107088190,0.0109586912
513,0.1216596730,0.0115853141
78,0.0148635149,0.0081651447
79,0.0172032261,0.0024327170
80,0.0061770013,0.0011860685
480,0.0051145498,0.0047398668
81,0.0010369581,0.0008333521
82,0.0012757541,0.0007259986
83,0.0007866962,0.0013922580
648,0.0010397382,0.0016570623
84,0.0008457795,0.0010264349
85,0.0009011071,0.0015036174
787,0.0031117838,0.0030529218
88,0.0018093151,0.0005685104
169,0.0015031223,0.0034248135
536,0.0019348820,0.0010364884
89,0.0015413614,0.0002385675
846,0.0100864052,0.0021526394
90,0.0001629059,0.0001690573
91,0.0002797103,0.0002413710
92,0.0001859689,0.0002647112
970,0.0003668722,0.0001919534
93,0.0001242958,0.0002612752
94,0.0002198852,0.0008806043
