Node,Hub,Authority
10000,0.0003349653,0.0000000000
29991,0.0000000000,0.0000000000
1,0.0000000000,0.0431878199
2,0.0024644328,0.0382158533
3,0.0024644328,0.0467695469
4,0.0024644328,0.1405616786
7,0.0594320373,0.0166989199
10,0.0122015505,0.0688472665
11,0.0611799621,0.0106633528
27,0.0610291281,0.0115029455
41,0.0048715290,0.0040263273
42,0.0044141357,0.0131243178
59,0.0591536297,0.0061666939
65,0.0038271711,0.0083747136
72,0.0075052662,0.0088533549
95,0.0071928278,0.0006102000
192,0.0039477352,0.0023700592
197,0.0043375819,0.0001843011
216,0.0033651447,0.0037868228
285,0.0578362689,0.0004351668
308,0.0027227594,0.0003592910
313,0.0030142475,0.0040890496
344,0.0062881806,0.0003004757
378,0.0032192088,0.0037152055
400,0.0046816532,0.0000294988
401,0.0039199914,0.0001663924
417,0.0062802430,0.0002206978
635,0.0028612448,0.0015623843
648,0.0042145148,0.0000904818
656,0.0026119996,0.0033436134
676,0.0033575463,0.0008768504
736,0.0031706603,0.0002938321
780,0.0108667127,0.0000336374
828,0.0028022205,0.0008899464
855,0.0025671138,0.0001097469
887,0.0026548128,0.0000223858
890,0.0026184489,0.0001028894
1022,0.0064553752,0.0033388159
1103,0.0574848240,0.0000830259
1390,0.0105624221,0.0000329896
1510,0.0577891035,0.0002019502
1693,0.0025533650,0.0000229860
1717,0.0025030038,0.0000000065
1779,0.0029562602,0.0002449085
1798,0.0027322435,0.0000159584
1862,0.0028767385,0.0003319036
1905,0.0030067479,0.0000000000
1962,0.0025079788,0.0000838029
2103,0.0027143668,0.0001039402
2150,0.0038991471,0.0000772760
2152,0.0029493411,0.0000121985
2174,0.0025162984,0.0000000000
2304,0.0025041884,0.0000021703
2471,0.0046619050,0.0000266185
2499,0.0032411439,0.0000494755
2524,0.0027230946,0.0000057055
2621,0.0027387166,0.0032625162
2689,0.0024896601,0.0000437225
2780,0.0044393191,0.0000000000
2881,0.0025246152,0.0000572105
3038,0.0024920333,0.0000036093
3174,0.0025175390,0.0000237289
3425,0.0025426351,0.0000006837
3440,0.0025638867,0.0000362882
3586,0.0028782864,0.0000100178
3780,0.0052536567,0.0000395678
4016,0.0045203105,0.0000022808
4062,0.0042002881,0.0000259159
4216,0.0027092491,0.0000000000
4236,0.0024836353,0.0000000000
4335,0.0025551582,0.0000668824
4426,0.0027864489,0.0000026982
4604,0.0024944344,0.0000000000
4776,0.0024909959,0.0000150050
4777,0.0025686951,0.0000200649
5373,0.0103348662,0.0000012462
5374,0.0024813328,0.0000000000
5398,0.0027859014,0.0000000000
5484,0.0027002306,0.0000000000
5629,0.0025262649,0.0001821631
5653,0.0025210741,0.0000000000
5716,0.0029778614,0.0000021470
6078,0.0054277848,0.0000002943
6149,0.0029070349,0.0001048263
6176,0.0105214241,0.0000000000
6194,0.0025072393,0.0000000000
6234,0.0024962203,0.0000000000
6691,0.0024822588,0.0000009563
6739,0.0105007628,0.0000516428
6856,0.0028740956,0.0000000000
6892,0.0047257984,0.0000000601
7519,0.0024896272,0.0000000000
7979,0.0024944536,0.0000816044
8077,0.0024909236,0.0000558446
8529,0.0024810861,0.0000030736
8994,0.0026108443,0.0000000000
9277,0.0024931940,0.0000000000
9358,0.0024959351,0.0000000000
9368,0.0028842556,0.0000000000
9606,0.0026857559,0.0000000000
9660,0.0035200779,0.0000000000
5,0.0128704258,0.9601098451
6,0.0649884960,0.0300759127
21,0.0139026939,0.0662039839
28,0.0607454120,0.0292931087
33,0.0079760662,0.0106592512
48,0.0032610418,0.0025990242
67,0.0113155048,0.0016867157
69,0.0039838653,0.0158601932
90,0.0041557809,0.0071925755
123,0.0076747505,0.0049703079
186,0.0038383064,0.0010621739
195,0.0086273418,0.0000667527
198,0.0047889297,0.0003479761
224,0.0038933644,0.0011944290
296,0.0054192649,0.0005953755
318,0.0022793221,0.0002892157
335,0.0031871558,0.0012905581
366,0.0029489918,0.0007115594
374,0.0024913829,0.0000299692
431,0.0028167283,0.0000136321
455,0.0100744156,0.0038267367
485,0.0576046431,0.0005233265
518,0.0044609570,0.0040368054
535,0.0067292725,0.0002620173
575,0.0115430608,0.0014133245
