Node,Authority
1000,0.0000000000
9936,0.0000000000
1,0.0563930843
15,0.0479007824
45,0.0514838390
46,0.0533448347
67,0.0445529228
125,0.0398305330
154,0.0517081338
337,0.0260386948
370,0.0334959653
371,0.0344413187
382,0.0245445279
392,0.0633385257
447,0.0334686662
564,0.0170048510
616,0.0352509827
645,0.0291564515
726,0.0193705796
735,0.0079318388
757,0.0059876658
801,0.0133818174
874,0.0059223496
896,0.0090038174
970,0.0038248496
975,0.0048513469
992,0.0000000000
2,0.0502048598
8,0.0463667725
14,0.0407013965
82,0.0448560530
85,0.0531308534
102,0.0654759209
108,0.0251929816
110,0.0340497034
287,0.0361652600
402,0.0352814288
409,0.0310529525
470,0.0452718484
539,0.0370096316
551,0.0667228653
566,0.0262496927
574,0.0354104851
617,0.0179900144
628,0.0330980510
691,0.0087633958
704,0.0292175958
740,0.0105843395
789,0.0202847503
807,0.0194655382
862,0.0120552865
926,0.0000000000
3,0.0173273085
27,0.0665907755
37,0.0324751454
92,0.0495591082
248,0.0476182218
254,0.0313877719
262,0.0478497111
452,0.0261375648
586,0.0230369948
851,0.0137203972
871,0.0048510272
889,0.0117209149
4,0.0477182094
89,0.0291904252
174,0.0543438025
221,0.0380828471
261,0.0408237431
297,0.0250568237
311,0.0382176307
312,0.0372346389
321,0.0359653168
389,0.0369832841
417,0.0441677700
418,0.0141750562
604,0.0326531246
678,0.0217886977
781,0.0084879761
799,0.0156374825
820,0.0049379330
876,0.0168535489
895,0.0053434369
5,0.0344535199
10,0.0440141391
70,0.0477126295
73,0.0184318915
145,0.0304904808
364,0.0360344938
410,0.0166510668
463,0.0295299645
494,0.0295363565
599,0.0207317285
653,0.0316658738
667,0.0174944416
694,0.0283126406
706,0.0167753594
778,0.0094256568
813,0.0163582709
901,0.0036911573
990,0.0000000000
6,0.0462099258
31,0.0415113133
98,0.0588740523
163,0.0505963005
215,0.0515645053
283,0.0572233720
352,0.0632078847
419,0.0366233686
442,0.0234907557
536,0.0272578096
569,0.0297846780
592,0.0317326793
610,0.0230558909
656,0.0239636295
662,0.0217586251
758,0.0040623660
811,0.0031875424
852,0.0108843303
906,0.0056589725
936,0.0048635842
7,0.0394616414
62,0.0362170633
68,0.0461137695
137,0.0502745277
313,0.0382465846
350,0.0206912244
407,0.0456569116
426,0.0512908885
479,0.0332542271
556,0.0368644150
587,0.0101859219
615,0.0187721885
642,0.0276920860
689,0.0132157237
817,0.0056859042
833,0.0017367114
860,0.0138058259
950,0.0048513469
968,0.0039291683
139,0.0386191450
199,0.0521138347
207,0.0325836491
288,0.0330878893
343,0.0330341616
359,0.0237219977
372,0.0220866456
554,0.0282887114
580,0.0224214401
654,0.0290039073
660,0.0166926419
688,0.0193360704
728,0.0173760157
777,0.0099266574
797,0.0026630253
804,0.0100499553
898,0.0026811371
945,0.0049888587
9,0.0435262978
48,0.0314108558
53,0.0480093503
263,0.0287998817
303,0.0315609429
309,0.0409345553
363,0.0546934644
416,0.0339109202
506,0.0374329671
620,0.0181084718
634,0.0078051138
750,0.0143165311
861,0.0124157295
897,0.0137055418
185,0.0451459250
267,0.0496625064
289,0.0507923230
322,0.0289431583
434,0.0272849857
500,0.0334508675
533,0.0247972378
561,0.0184550287
669,0.0243086171
707,0.0117409378
725,0.0166974532
782,0.0121314186
839,0.0103135962
877,0.0240189193
884,0.0049888587
919,0.0040814763
11,0.0441283335
77,0.0510284668
141,0.0426602026
173,0.0494071903
269,0.0333046538
292,0.0374759886
298,0.0446936579
366,0.0321925425
522,0.0191282296
685,0.0163198851
806,0.0084466338
842,0.0069173685
977,0.0000000000
984,0.0022867943
985,0.0031199905
12,0.0649833673
90,0.0350273316
138,0.0387899572
150,0.0460279103
166,0.0353931912
268,0.0382122103
294,0.0381028089
369,0.0244389800
440,0.0355518790
466,0.0292810010
489,0.0151629884
572,0.0261427665
577,0.0153290363
594,0.0231755620
631,0.0296003113
708,0.0231509582
739,0.0285459441
765,0.0077710664
835,0.0091030159
847,0.0059703931
927,0.0000000000
13,0.0300017015
122,0.0414991804
124,0.0347078684
129,0.0392498321
148,0.0423838978
167,0.0283930161
179,0.0325255383
259,0.0537759125
355,0.0258491902
458,0.0313817801
595,0.0172004132
637,0.0129836838
684,0.0299772225
709,0.0243570791
796,0.0136163765
905,0.0021842888
115,0.0365323935
211,0.0307379949
286,0.0517942736
315,0.0536549609
377,0.0225766615
387,0.0436907802
598,0.0269966301
611,0.0188428982
619,0.0536375724
652,0.0163892745
733,0.0281814463
771,0.0126111245
815,0.0131300964
863,0.0121722468
58,0.0453630160
65,0.0261821936
178,0.0611723416
368,0.0244148936
380,0.0370953659
421,0.0140851478
487,0.0198050274
493,0.0297597628
527,0.0295866545
744,0.0258969516
745,0.0031281880
770,0.0172665198
908,0.0000000000
989,0.0000000000
991,0.0000000000
16,0.0333089284
81,0.0368606855
113,0.0623513085
280,0.0371003197
397,0.0397041184
563,0.0166913223
614,0.0163638898
703,0.0117837981
734,0.0161525858
809,0.0214496814
823,0.0085166334
865,0.0037041205
17,0.0397500790
186,0.0253821363
196,0.0615608215
238,0.0184652516
365,0.0226903155
400,0.0404270044
449,0.0484137466
511,0.0154793704
523,0.0289464410
543,0.0203395427
626,0.0157644282
640,0.0258304600
641,0.0135481027
702,0.0322126825
749,0.0341879085
869,0.0188427154
18,0.0312457405
23,0.0433726187
32,0.0452749251
50,0.0839409918
63,0.0403215030
95,0.0405905059
396,0.0354478455
464,0.0298836421
545,0.0381663490
693,0.0218523898
705,0.0155398010
882,0.0087455502
978,0.0031199905
19,0.0411766052
61,0.0331932923
331,0.0331317908
354,0.0381396647
401,0.0383039581
567,0.0214225352
633,0.0206483379
638,0.0200866766
746,0.0134005258
830,0.0136953006
841,0.0151508999
853,0.0172888800
914,0.0167993717
20,0.0351755441
190,0.0451657543
242,0.0663688293
568,0.0307526907
588,0.0211782504
712,0.0239024206
752,0.0156533274
829,0.0186852027
850,0.0093873416
902,0.0000000000
935,0.0000000000
21,0.0560271704
24,0.0311217640
49,0.0255065244
133,0.0431628983
140,0.0482686590
175,0.0342595303
182,0.0542406777
341,0.0453904009
384,0.0427280260
608,0.0194440757
627,0.0213838342
666,0.0166777011
723,0.0200972941
838,0.0102265607
848,0.0023056016
890,0.0034029817
955,0.0031369861
960,0.0070185041
22,0.0423616288
104,0.0465791374
165,0.0394110361
232,0.0425293077
264,0.0564291696
528,0.0185400741
531,0.0315408672
606,0.0242758807
609,0.0048720291
698,0.0093043641
731,0.0211636578
827,0.0060135852
980,0.0020090340
127,0.0299175350
164,0.0314007754
202,0.0363169403
216,0.0403788552
243,0.0481609701
439,0.0390406613
461,0.0113329281
718,0.0328568221
738,0.0110820193
775,0.0168860924
790,0.0182732167
880,0.0034029817
274,0.0570512581
326,0.0496683421
333,0.0476702218
388,0.0408621393
437,0.0514718224
438,0.0282656127
503,0.0367344863
517,0.0476893804
535,0.0651997864
721,0.0117367516
859,0.0025642329
25,0.0254854387
75,0.0386940318
103,0.0579015535
156,0.0359396424
414,0.0238766545
480,0.0464864140
635,0.0221445379
800,0.0222332670
843,0.0166017951
26,0.0317372176
278,0.0343653452
360,0.0286877713
514,0.0319855283
647,0.0250589055
776,0.0087640573
996,0.0000000000
293,0.0366781145
299,0.0248486446
413,0.0304463337
422,0.0196081171
497,0.0251098475
504,0.0132342953
509,0.0408659017
540,0.0289357978
559,0.0411766310
583,0.0304366225
663,0.0218936709
676,0.0214843195
680,0.0195202680
805,0.0062801350
819,0.0155647767
28,0.0517969621
227,0.0330506695
233,0.0212367073
300,0.0336497246
356,0.0472651967
395,0.0398304216
424,0.0451881135
491,0.0416472791
659,0.0158805265
846,0.0019480001
866,0.0109036033
868,0.0104901501
938,0.0000000000
957,0.0000000000
29,0.0304332311
34,0.0275872797
143,0.0518324238
229,0.0467131488
276,0.0204046593
279,0.0435017112
332,0.0257890243
357,0.0252607107
639,0.0294212686
658,0.0225123388
679,0.0200048068
885,0.0134992690
30,0.0529210981
191,0.0328415282
398,0.0349705233
451,0.0187498990
636,0.0298570433
648,0.0017785181
904,0.0000000000
946,0.0027413875
965,0.0036983785
177,0.0614940352
340,0.0270170190
347,0.0488320462
521,0.0437004554
544,0.0256586666
560,0.0276525788
818,0.0207470466
994,0.0000000000
132,0.0313125036
159,0.0450398892
205,0.0301484000
