Node,Hub
1000,0.0384730141
2497,0.0000000000
1,0.0000000000
230,0.0284188620
570,0.0366894111
591,0.0299734471
604,0.0253991536
660,0.0577146986
875,0.0729073060
911,0.0420797380
2,0.0000000000
47,0.0049175672
234,0.0375567094
873,0.0283931027
960,0.0296974179
3,0.0000000000
196,0.0073851391
851,0.0379164501
4,0.0000000000
107,0.0148525285
160,0.0253244165
373,0.0517951052
439,0.0380447710
618,0.0954140934
5,0.0000000000
95,0.0037310996
442,0.0114121417
488,0.0171146524
494,0.0403124429
516,0.0037310996
6,0.0000000000
46,0.0031491638
804,0.0104536023
883,0.0507980421
7,0.0000000000
102,0.0139906770
223,0.0265447587
293,0.0504520073
343,0.0577916180
496,0.0438405376
879,0.0357765605
8,0.0000000000
131,0.0087003750
387,0.0166113485
417,0.0846740093
458,0.0404914367
903,0.0274465393
9,0.0000000000
117,0.0185594103
355,0.0778393125
411,0.0584616392
453,0.0292233162
691,0.0220138215
727,0.0394119090
10,0.0000000000
123,0.0631955698
165,0.0429718828
551,0.0429718828
593,0.0882184084
637,0.0493880944
728,0.1073288412
738,0.1008135897
764,0.1058761158
908,0.1203577344
924,0.0932247006
971,0.0644370718
11,0.0000000000
446,0.0181631930
891,0.0276562896
904,0.0165098801
12,0.0000000000
169,0.0042058327
451,0.0107004269
711,0.0132423708
768,0.0578611604
13,0.0000000000
284,0.0270601702
332,0.0519598236
614,0.0558702290
640,0.0821008614
966,0.0373471932
14,0.0000000000
135,0.0364613304
162,0.0364613304
231,0.0364613304
232,0.0529271411
264,0.0598203292
266,0.0871174616
294,0.1003177575
307,0.0845226082
321,0.0427042079
354,0.0364613304
514,0.0553109727
823,0.0666190182
15,0.0000000000
136,0.0184998819
314,0.0104070495
735,0.0266823864
807,0.0310503916
16,0.0000000000
455,0.0046275537
737,0.0314530751
740,0.0131510114
918,0.0454025146
17,0.0000000000
173,0.0164742361
370,0.0125540817
599,0.0474720956
893,0.0715864500
18,0.0000000000
154,0.0182040176
186,0.0221063059
245,0.0173372784
257,0.0083976355
273,0.0141900548
298,0.0165397609
941,0.0609404657
985,0.0140172819
19,0.0000000000
398,0.0210376263
433,0.0250147355
501,0.0174297970
627,0.0239482646
773,0.0184635287
790,0.0602393572
956,0.0480477817
20,0.0000000000
405,0.0027305784
412,0.0065369626
536,0.0181799966
21,0.0000000000
645,0.0153164778
716,0.0438022115
22,0.0000000000
540,0.0458200624
724,0.0580819666
831,0.0224660017
976,0.0129052418
23,0.0000000000
138,0.0136027505
171,0.0022318966
265,0.0022318966
466,0.0172471089
822,0.0103289129
24,0.0000000000
673,0.0305927360
25,0.0000000000
188,0.0008655693
302,0.0057829763
671,0.0100930962
26,0.0000000000
64,0.0018845460
106,0.0109771827
164,0.0018845460
858,0.0237929114
27,0.0000000000
44,0.0025510834
112,0.0025510834
608,0.0283127011
655,0.0187550965
28,0.0000000000
83,0.0227023747
252,0.0227023747
267,0.0227023747
462,0.0272502672
472,0.0559350669
474,0.0482998797
605,0.0322443213
