Node,Hub,Authority
1000,0.0244616862,0.0000000000
2472,0.0000000000,0.0000000000
1,0.0000000000,0.0332562738
3,0.0073815028,0.1413171177
73,0.0172405780,0.0220093278
87,0.0073815028,0.0000000000
218,0.0142447915,0.0281932507
249,0.0099629690,0.0023822719
466,0.0271150505,0.0410867165
492,0.0314284951,0.0071698425
675,0.0350763983,0.0029946183
2,0.0000000000,0.0008119654
220,0.0036581993,0.0002804286
17,0.0313664937,0.0385280687
90,0.0313664937,0.0141903665
526,0.0657571740,0.0240899760
665,0.0934874257,0.0000000000
699,0.0313664937,0.0176998305
850,0.0875997256,0.0000000000
921,0.1212734420,0.0000000000
927,0.1092053774,0.0007865506
982,0.0652605353,0.0000000000
4,0.0000000000,0.0235537419
239,0.0335930110,0.0153384531
516,0.0144201080,0.0170900310
830,0.0216804782,0.0215631004
898,0.0263922931,0.0128147144
998,0.0100319349,0.0000000000
5,0.0000000000,0.0043353183
138,0.0185699200,0.0410741847
396,0.0009622595,0.0192027033
6,0.0000000000,0.0066572179
484,0.0183228598,0.0258000427
689,0.0116702481,0.0000000000
7,0.0000000000,0.0582326989
101,0.0311287643,0.0699914180
358,0.0156666630,0.0145038824
472,0.0375865489,0.0058579929
488,0.0323624442,0.0066562308
610,0.1456150348,0.0431298555
8,0.0000000000,0.0310090259
416,0.0453621319,0.1125674296
608,0.0223930990,0.0127596037
622,0.0136392272,0.0041494059
697,0.0583120335,0.0000000000
9,0.0000000000,0.0156695128
150,0.0120295979,0.0065470261
791,0.0119548669,0.0052802749
946,0.0429541518,0.0000000000
10,0.0000000000,0.0051549305
137,0.0232247413,0.0111299281
11,0.0000000000,0.0715918124
37,0.0158903901,0.0717984508
311,0.0158903901,0.0152823925
365,0.0276911484,0.0000000000
451,0.0474143562,0.0281015571
614,0.0290928950,0.0000000000
753,0.0275925197,0.0456167945
890,0.0236636546,0.0000000000
924,0.1353101128,0.0006718579
12,0.0000000000,0.0200556647
460,0.0118037037,0.0045161487
879,0.0044515193,0.0039619762
897,0.0080172783,0.0000000000
988,0.0660854991,0.0000000000
13,0.0000000000,0.0360639298
29,0.0080046851,0.0096451442
43,0.0080046851,0.0157389513
125,0.0198313046,0.0200663732
211,0.0243737569,0.0240896206
707,0.0221477889,0.0000000000
832,0.0148577942,0.0000000000
14,0.0000000000,0.0268357120
306,0.0464828033,0.0940174350
656,0.0083362944,0.0410028975
15,0.0000000000,0.0413031309
325,0.0112144717,0.0095647689
613,0.0153973702,0.0113263990
681,0.1428949713,0.0023814903
838,0.0165791700,0.0000000000
16,0.0000000000,0.0256149606
108,0.0056854507,0.0438567366
348,0.0461725657,0.0192344579
555,0.0181839839,0.0062454743
107,0.0085516209,0.0342174239
719,0.0170805550,0.0000000000
745,0.1359211087,0.0002130257
