Node,Hub,Authority
5000,0.0404560651,0.0000000000
37087,0.0000000000,0.0000000000
1,0.0000000000,0.0184413738
229,0.0060569508,0.0251825606
381,0.0017301361,0.0145706614
854,0.0073899298,0.0132025436
868,0.0088150236,0.0268446516
1012,0.0045372638,0.0257036203
1164,0.0070009658,0.0094154811
1196,0.0067262682,0.0086493827
1199,0.0066634434,0.0162279273
1736,0.0117753362,0.0134821134
1789,0.0063792912,0.0065242434
1979,0.0155893579,0.0163348641
2912,0.0194002942,0.0240444097
3055,0.0168651028,0.0200781397
3222,0.0307377301,0.0080626990
3500,0.0159950935,0.0101914810
4176,0.0309027084,0.0039682882
2,0.0000000000,0.0136779387
744,0.0022661567,0.0226929151
1093,0.0050556956,0.0104317730
1370,0.0108606357,0.0178102987
2688,0.0129258045,0.0018132786
3389,0.0131546243,0.0048351951
3825,0.0157410372,0.0084736350
4039,0.0075591551,0.0024503422
4212,0.0135782811,0.0114745774
4820,0.0225251027,0.0021758219
4916,0.0153831086,0.0000000000
4998,0.0200790928,0.0000000000
3,0.0000000000,0.0230689549
1289,0.0093499775,0.0142617202
1711,0.0116501747,0.0051424981
2041,0.0181699407,0.0059323222
2588,0.0187622082,0.0219328075
2604,0.0176882508,0.0254447424
2918,0.0191837744,0.0077442594
3059,0.0153620625,0.0088192900
3099,0.0148016759,0.0196568729
3342,0.0181692538,0.0011014181
3396,0.0222403872,0.0034934154
3788,0.0190160192,0.0063387203
3921,0.0254009368,0.0016949799
3953,0.0191913861,0.0071948790
4352,0.0169039291,0.0000000000
4,0.0000000000,0.0258597461
275,0.0024261143,0.0219927067
291,0.0048042918,0.0220592944
293,0.0037709851,0.0227265692
693,0.0024261143,0.0201913293
1117,0.0140463975,0.0185822734
1584,0.0079696404,0.0351704760
1610,0.0063855174,0.0168638841
2314,0.0119667614,0.0084395443
2409,0.0116369120,0.0233008962
2682,0.0149484630,0.0296894126
2915,0.0190551623,0.0182959769
3057,0.0245233526,0.0095973169
3422,0.0291984906,0.0068528088
3541,0.0156488966,0.0261395166
3739,0.0168611301,0.0030495700
3772,0.0156718607,0.0055286752
3926,0.0109654068,0.0058538027
4149,0.0169093095,0.0047277262
4749,0.0128731750,0.0029578215
4857,0.0335483645,0.0000000000
5,0.0000000000,0.0285534153
394,0.0026788294,0.0154470946
1481,0.0112605049,0.0205509517
1492,0.0137224934,0.0244733727
1577,0.0120760600,0.0045571853
1857,0.0190349213,0.0135522573
1975,0.0130686167,0.0346379240
2004,0.0052403977,0.0102564326
2201,0.0132171597,0.0060806747
2225,0.0143517279,0.0215701942
3317,0.0148420025,0.0073896077
3579,0.0123274623,0.0016368600
3840,0.0285500854,0.0088143781
3959,0.0236345385,0.0042654421
4027,0.0239279375,0.0104021110
4526,0.0143050045,0.0022784415
4684,0.0294718769,0.0057085639
4786,0.0339745707,0.0000000000
4937,0.0186629292,0.0000000000
6,0.0000000000,0.0190679396
65,0.0029769007,0.0228733536
455,0.0084184493,0.0195149679
548,0.0063197573,0.0446689759
751,0.0031690977,0.0092123899
2303,0.0073476832,0.0056024026
2308,0.0134307796,0.0194376498
3644,0.0170741685,0.0085099973
3961,0.0224024956,0.0038571460
3972,0.0238026190,0.0100790757
4043,0.0134876327,0.0041709944
4321,0.0196300821,0.0028302789
4525,0.0209085603,0.0041092299
4574,0.0161678907,0.0064364658
4586,0.0154666923,0.0020272814
4904,0.0126405021,0.0000000000
7,0.0000000000,0.0222559075
681,0.0029655847,0.0192987877
879,0.0083057080,0.0174328688
1162,0.0080803021,0.0151437609
1380,0.0103000630,0.0187473238
1638,0.0122723368,0.0069636007
1781,0.0065396646,0.0110210016
1785,0.0087138897,0.0072462914
2006,0.0108736884,0.0125931840
2244,0.0143758111,0.0137295892
2418,0.0155639298,0.0076002808
2557,0.0252373269,0.0100197930
2704,0.0101742053,0.0136723757
2788,0.0128793267,0.0109723650
3311,0.0222720002,0.0171112148
4249,0.0215419505,0.0043994730
4254,0.0256040577,0.0034896170
4744,0.0067649041,0.0000000000
4772,0.0147585228,0.0000000000
8,0.0000000000,0.0111652316
725,0.0035059783,0.0143790551
1502,0.0062579078,0.0222721651
1891,0.0104966610,0.0082513805
2259,0.0135609905,0.0090580688
2498,0.0093073792,0.0093674066
2645,0.0166297366,0.0113016521
4317,0.0221522724,0.0036973133
4812,0.0175498186,0.0015879970
4840,0.0086879297,0.0000000000
9,0.0000000000,0.0207582876
121,0.0019475047,0.0152916179
320,0.0031641991,0.0130507590
519,0.0045232599,0.0178743157
530,0.0040834727,0.0353554659
598,0.0059443771,0.0335335432
763,0.0064954523,0.0128053416
1007,0.0019475047,0.0141543001
1198,0.0051045796,0.0408908064
1205,0.0058443591,0.0180583211
1322,0.0044963190,0.0194644135
1383,0.0104927543,0.0202642873
1470,0.0063680654,0.0172970263
2269,0.0136674480,0.0090447780
3229,0.0204342981,0.0098015360
3474,0.0262468894,0.0035588171
3771,0.0236692566,0.0005812351
3786,0.0212180347,0.0061030365
4130,0.0193512923,0.0102481805
4390,0.0200884959,0.0040165819
4935,0.0161735391,0.0000000000
10,0.0000000000,0.0276402990
272,0.0025931625,0.0227991208
312,0.0047390989,0.0277062610
580,0.0055958694,0.0150620471
738,0.0072006866,0.0219593751
935,0.0118229529,0.0080883515
950,0.0097739414,0.0294270939
960,0.0134573771,0.0226995456
974,0.0058996082,0.0290110385
1122,0.0039346849,0.0100752294
1194,0.0102025894,0.0265055111
1274,0.0074457972,0.0207535405
1720,0.0072239721,0.0138464413
1731,0.0128517331,0.0176455833
2237,0.0107610459,0.0234555426
2260,0.0229495006,0.0094719262
2285,0.0087768205,0.0114825346
3472,0.0193062037,0.0097802252
3522,0.0163970190,0.0063506117
3699,0.0222109191,0.0038469686
3963,0.0220248844,0.0028643029
4071,0.0163983019,0.0120339110
4243,0.0257704599,0.0034084524
4247,0.0112565931,0.0054827305
4382,0.0160208413,0.0011303310
11,0.0000000000,0.0299209351
94,0.0028071277,0.0150251905
203,0.0028071277,0.0130544800
459,0.0028071277,0.0189466293
1355,0.0101072670,0.0037035659
1375,0.0054007433,0.0153796016
1426,0.0103682315,0.0089773558
1677,0.0083222176,0.0078247482
1725,0.0052395643,0.0208068134
1783,0.0262513207,0.0146913771
1924,0.0198306519,0.0235532751
2301,0.0081286605,0.0196796251
2939,0.0324570534,0.0112371077
3344,0.0292910897,0.0049004945
3491,0.0361909657,0.0119591271
3573,0.0273559063,0.0103532563
3804,0.0151329725,0.0055466574
4031,0.0242051583,0.0000000000
4058,0.0155666268,0.0013487268
4773,0.0321165902,0.0021661539
12,0.0000000000,0.0288417484
301,0.0043429196,0.0083152713
745,0.0079373075,0.0162035307
772,0.0056552604,0.0127168071
1075,0.0045806049,0.0163350294
1628,0.0171234427,0.0191703692
1652,0.0075384409,0.0209962286
1848,0.0171844163,0.0084174299
2099,0.0159076225,0.0213920731
2510,0.0192778315,0.0162568605
3506,0.0257504629,0.0168566745
3590,0.0251181669,0.0034155163
3848,0.0193331505,0.0045316456
3891,0.0148810361,0.0047428279
4314,0.0148570316,0.0035645157
4332,0.0176003218,0.0024841163
4478,0.0345880074,0.0051708941
4601,0.0138447519,0.0084218161
4602,0.0147710962,0.0017933612
4826,0.0271308771,0.0000000000
13,0.0000000000,0.0176714877
78,0.0016579068,0.0198677583
377,0.0053448112,0.0137786106
1195,0.0065656736,0.0122711016
2443,0.0168703274,0.0082602551
2448,0.0096859758,0.0086667386
3484,0.0124374717,0.0047137628
3683,0.0136304681,0.0054338783
4236,0.0162807945,0.0097136435
4259,0.0195510799,0.0047707671
4401,0.0195070117,0.0016938915
4496,0.0245884900,0.0030384431
4723,0.0217450688,0.0000000000
4767,0.0204938776,0.0000000000
14,0.0000000000,0.0122003868
79,0.0011446181,0.0196168920
244,0.0011446181,0.0121760752
647,0.0037010881,0.0172195305
856,0.0064363154,0.0134806145
1136,0.0083990544,0.0140517879
1461,0.0087867466,0.0100213706
1527,0.0115066173,0.0267960710
1834,0.0129972767,0.0144736110
1868,0.0058982806,0.0157175691
2159,0.0073522135,0.0183686213
2599,0.0093243947,0.0140149288
4052,0.0258261664,0.0085450286
4489,0.0171570956,0.0012700934
15,0.0000000000,0.0236289781
462,0.0063896246,0.0173592848
534,0.0022168277,0.0115292147
1837,0.0078606840,0.0255187874
2778,0.0194162930,0.0147175499
3037,0.0228793717,0.0028561037
3046,0.0166111428,0.0083433292
3211,0.0220154166,0.0044852140
3239,0.0128274446,0.0104201180
3594,0.0175985368,0.0071958436
3720,0.0335921014,0.0062783145
3755,0.0133721688,0.0088566522
3777,0.0243458649,0.0023589166
4301,0.0175070427,0.0042448658
4831,0.0352265400,0.0000000000
16,0.0000000000,0.0202318148
264,0.0030214115,0.0214010721
311,0.0038924954,0.0171722034
433,0.0018981120,0.0103341146
440,0.0044509928,0.0132264534
703,0.0033777733,0.0152733149
1170,0.0067605084,0.0168717987
1256,0.0141747070,0.0206888686
1373,0.0085478474,0.0224985369
1602,0.0111230531,0.0036956716
1656,0.0114172808,0.0165438844
1892,0.0120306977,0.0161971356
2366,0.0147208007,0.0087758172
2717,0.0140864344,0.0154246612
3007,0.0249732301,0.0145823408
3758,0.0103356744,0.0083492264
3850,0.0174016277,0.0076925326
4213,0.0090654452,0.0021495724
4285,0.0133741898,0.0063053420
