Node,Hub,Authority
1000,0.0005335545,0.0000000000
2991,0.0000000000,0.0000000000
1,0.0000000000,0.8472933029
2,0.0732508292,0.0517688376
3,0.0732508292,0.0117340544
4,0.0732508292,0.2253534698
5,0.0972088125,0.2399901843
6,0.1134810640,0.1403691182
7,0.0898616823,0.0762191054
8,0.0993226052,0.0476501876
9,0.1005879893,0.0262449372
12,0.0875233256,0.0963779759
16,0.1018920325,0.0494389099
21,0.0892128947,0.0236412002
22,0.1136913120,0.0845099821
23,0.0892128947,0.0245232213
24,0.0832499565,0.0191019419
25,0.0895056137,0.0279827970
26,0.0871068531,0.0160856317
27,0.1001715168,0.0476819299
30,0.0851808268,0.0007960607
32,0.1018920325,0.0110594571
35,0.0975105040,0.0167873388
37,0.0770633078,0.0068755650
38,0.1061339338,0.0047908630
40,0.0839596692,0.0289950327
43,0.1054851461,0.0169956611
44,0.0937182646,0.0036775930
47,0.0825853902,0.0223185798
52,0.0759506535,0.0021515914
55,0.0983311202,0.0022462918
57,0.0862462837,0.0020707340
61,0.0839624134,0.0000055556
65,0.0786526286,0.0092371023
66,0.0768042663,0.0007697826
69,0.0837030692,0.0003766413
72,0.1025410269,0.0156417987
78,0.0759884869,0.0100061139
80,0.0960752316,0.0308913671
84,0.1000393742,0.0408935922
85,0.0784855724,0.0092881309
94,0.0809839289,0.0079948280
96,0.0848310782,0.0043883075
98,0.0836268160,0.0037969223
100,0.0755012665,0.0029585200
103,0.0951076109,0.0035950930
104,0.0851808268,0.0037275763
105,0.0888595703,0.0229442798
106,0.0765342171,0.0082829208
112,0.0757166742,0.0011668747
115,0.0966692820,0.0013571551
129,0.1000393742,0.0018890440
130,0.0948410052,0.0006366173
136,0.0832275922,0.0037192084
146,0.0766363769,0.0015379540
151,0.0977442498,0.0000000000
160,0.0834189966,0.0023067360
179,0.0964778334,0.0032867192
185,0.0767051002,0.0000000000
193,0.0758760798,0.0017658202
194,0.0759066401,0.0016257639
199,0.0826442432,0.0023555083
201,0.0773187613,0.0027956391
211,0.0949686153,0.0020339129
220,0.0837292866,0.0090354305
225,0.0815700245,0.0022397486
231,0.1136913120,0.0009651718
251,0.0772569245,0.0000000000
253,0.0778651067,0.0000000000
259,0.0781701051,0.0009127611
268,0.0959822345,0.0007264216
281,0.0759618162,0.0004125396
282,0.0869106245,0.0000000000
299,0.0789000732,0.0023805501
319,0.0967155867,0.0013660002
321,0.0947795936,0.0049376872
322,0.0747386784,0.0014703116
352,0.0941637461,0.0010415216
356,0.0861678283,0.0028233186
363,0.0762300526,0.0012787406
384,0.0749059214,0.0000000000
393,0.0759744578,0.0001528454
418,0.0950223949,0.0003454502
446,0.0787441598,0.0000000000
447,0.0782193278,0.0031533045
