Node,Authority
10000,0.0000000000
29991,0.0000000000
1,0.9566190420
2,0.0363489860
3,0.1631454199
4,0.0000000000
5,0.0452254997
6,0.1123438974
7,0.0853386050
8,0.0329881236
9,0.0239083116
12,0.0359372689
16,0.0051791363
17,0.0132546819
26,0.0224541972
28,0.0061321202
30,0.0069295547
40,0.0002762404
42,0.0098529279
65,0.0211681218
67,0.0056870309
68,0.0084314139
69,0.0006733386
75,0.0062094056
76,0.0017209439
84,0.0004960889
105,0.0047794098
107,0.0045829355
108,0.0062216648
115,0.0010942018
116,0.0048554502
118,0.0021049270
121,0.0001863004
133,0.0006649625
149,0.0010615982
152,0.0066144023
176,0.0001364107
180,0.0050454287
206,0.0011148003
208,0.0021341212
214,0.0013940313
218,0.0009866667
233,0.0000826831
234,0.0045957335
244,0.0017525478
255,0.0003286021
276,0.0004605982
285,0.0004301919
286,0.0002192567
288,0.0001468352
290,0.0003821812
303,0.0011587096
312,0.0001821612
314,0.0004416683
344,0.0005418718
359,0.0002407317
402,0.0002770515
405,0.0000000179
407,0.0002840186
460,0.0001755646
488,0.0037768773
544,0.0000762376
561,0.0001004583
578,0.0003484927
633,0.0000615041
659,0.0000571811
664,0.0005690497
681,0.0002749573
746,0.0002191128
760,0.0004586742
779,0.0000860970
803,0.0002447153
809,0.0000478786
819,0.0001051324
843,0.0000922560
847,0.0000518342
858,0.0000008281
876,0.0000817677
884,0.0000169541
901,0.0000882633
904,0.0006793680
923,0.0009138827
948,0.0000000000
1000,0.0037464417
1002,0.0009093958
1027,0.0000185091
1056,0.0002551751
1072,0.0000946072
1073,0.0000353023
1099,0.0000257877
1104,0.0007371004
1190,0.0009107013
1236,0.0000526831
1261,0.0003318006
1274,0.0036826178
1287,0.0000021384
1310,0.0000703197
1321,0.0000084627
1330,0.0004732187
1341,0.0000196939
1392,0.0001232221
1428,0.0000051186
1429,0.0002494300
1475,0.0000560163
1604,0.0001687461
1665,0.0010185697
1700,0.0001435965
1709,0.0006000188
1716,0.0004245024
1728,0.0000970902
1742,0.0000000000
1750,0.0001444577
1762,0.0006075598
1808,0.0002327797
1821,0.0008394818
1832,0.0000001068
1855,0.0007612069
1866,0.0001427981
1938,0.0000047225
1949,0.0035875421
1970,0.0000444566
1984,0.0001443219
1995,0.0000551193
2001,0.0001313022
2008,0.0001605960
2035,0.0000493318
2042,0.0009341558
2055,0.0000000000
2119,0.0002022609
2126,0.0002813319
2154,0.0000000000
2241,0.0004291108
2274,0.0000378109
2284,0.0001143425
2361,0.0006218632
2374,0.0001634850
2484,0.0002452041
2485,0.0000422221
2554,0.0001343162
2583,0.0000039974
2677,0.0003347296
2750,0.0001494150
2755,0.0000246553
2774,0.0002482069
2822,0.0001377866
2850,0.0000000027
2944,0.0000014038
2997,0.0036227706
2999,0.0000176671
3018,0.0002168228
3037,0.0004656485
3055,0.0000090392
3072,0.0000000000
3111,0.0000657116
3118,0.0000087848
3148,0.0000000000
3152,0.0004542670
3164,0.0000101326
3191,0.0000080229
3192,0.0000000000
3207,0.0000000000
3244,0.0000264268
3297,0.0000000906
3347,0.0000000000
3363,0.0000024637
3499,0.0000269350
3531,0.0001155276
3683,0.0000020815
3823,0.0000714188
3831,0.0002182671
3845,0.0000001432
3864,0.0000208593
3902,0.0000914761
3934,0.0000215238
4061,0.0000070361
4071,0.0001512174
4371,0.0000027070
4372,0.0000196192
4387,0.0000000000
4395,0.0000000000
4498,0.0000489895
4647,0.0000000000
4680,0.0000000551
4703,0.0000013457
4724,0.0000008035
4754,0.0000020327
4800,0.0001117448
4805,0.0000088231
4858,0.0000164673
4887,0.0000000000
4971,0.0000000000
5046,0.0000301848
5108,0.0000000000
5169,0.0000000000
5182,0.0000000000
5207,0.0000085191
5307,0.0000008346
5458,0.0000000000
5464,0.0002540308
5478,0.0000000000
5488,0.0000000000
5656,0.0000572248
5705,0.0000075002
5772,0.0000353869
5958,0.0000000000
6025,0.0001335472
6173,0.0000344314
6264,0.0000017791
6361,0.0000004588
6413,0.0000017805
6424,0.0000000000
6460,0.0000900079
6536,0.0000000000
6537,0.0000000000
6603,0.0000000000
6664,0.0000000000
7085,0.0000000000
7120,0.0000011024
7246,0.0000024321
7303,0.0000041814
7350,0.0000022133
7364,0.0000014719
7369,0.0000643687
7382,0.0000002727
7451,0.0000000000
7476,0.0000000000
7482,0.0000136007
7491,0.0000000000
7582,0.0000000000
7590,0.0000000000
7602,0.0000000000
7616,0.0000000000
7640,0.0000015958
7690,0.0000000000
7713,0.0000000000
7826,0.0000000000
7880,0.0000000000
7916,0.0000000000
8017,0.0000000000
8033,0.0000879170
8040,0.0000000000
8234,0.0000008005
8282,0.0000026876
8297,0.0000000000
8335,0.0000000000
8349,0.0000000000
8638,0.0000000000
8723,0.0000000000
8735,0.0000000000
8788,0.0000000000
8795,0.0000000000
9027,0.0000000000
9095,0.0000000000
9109,0.0000000000
9111,0.0000000000
9151,0.0000000000
9283,0.0000160087
9305,0.0000000000
9312,0.0000000000
9421,0.0000000000
9551,0.0000000000
9753,0.0000001077
9757,0.0000000000
9840,0.0000000000
9841,0.0000000000
9964,0.0000000000
9969,0.0000000000
9988,0.0000000000
10,0.0691004363
11,0.0295553414
19,0.0297651812
20,0.0142488202
25,0.0004645049
31,0.0231742094
38,0.0090647256
79,0.0014222235
92,0.0074290902
102,0.0004319354
111,0.0004387000
112,0.0089629009
249,0.0003382146
326,0.0011901779
339,0.0007441753
522,0.0007388474
537,0.0000093196
620,0.0042304840
698,0.0005635281
730,0.0006564473
782,0.0002692726
1062,0.0000706965
1132,0.0000203948
1501,0.0003428638
1546,0.0001560117
1876,0.0002257030
1905,0.0000818317
1924,0.0000323414
2174,0.0001407934
2730,0.0002372490
2763,0.0000203599
2873,0.0000033335
3469,0.0000415308
4400,0.0000000000
5143,0.0000190542
5385,0.0000185581
5962,0.0000000000
6265,0.0000000000
6626,0.0001073837
6661,0.0000051664
6870,0.0000028205
6873,0.0000000000
6947,0.0000000000
7235,0.0000000000
7340,0.0000000000
7935,0.0000000000
8210,0.0000000000
8516,0.0000024529
8754,0.0000000000
8825,0.0000000000
9042,0.0000000000
9422,0.0000000000
9670,0.0000000000
9820,0.0000000000
9970,0.0000000000
13,0.0622363570
15,0.0169313839
21,0.0103521333
56,0.0052929303
57,0.0007473111
64,0.0124595565
66,0.0109081996
73,0.0061841808
135,0.0064767514
141,0.0109817974
182,0.0046076771
183,0.0058394841
186,0.0000792123
189,0.0007683125
194,0.0007200508
